"","date_yearmon","Site","Ammonia","Nitrate + Nitrite","Orthophosphate","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Phosphorus, mixed forms","Total Nitrogen, mixed forms","Turbidity","Weight","Chlorophyll a, corrected for pheophytin","ActivityStartDate"
"663",Jul 2010,"Clark Fork River at Deer Lodge",0.0115,0.034175,0.021925,8.30333333333333,288.333333333333,18.6666666666667,153.4,0.0449,0.2805,4.53333333333333,NA,NA,2010-07-15
"664",Aug 2010,"Clark Fork River at Deer Lodge",0.0071,0.0473,0.0333666666666667,8.40333333333333,385.666666666667,19.9,204.7,0.0787333333333333,0.319333333333333,7.04666666666667,39.375,54.8684210526316,2010-08-06
"665",Sep 2010,"Clark Fork River at Deer Lodge",0.00846666666666667,0.0700333333333333,0.0204666666666667,8.51333333333333,415,14.9,220.666666666667,0.0379,0.323,4.18,46,155.67,2010-09-09
"666",Jun 2011,"Clark Fork River at Deer Lodge",0.0191,0.02425,0.03405,8.365,248.3,15.05,161.15,0.08815,NA,10.31,NA,NA,2011-06-25
"667",Jul 2011,"Clark Fork River at Deer Lodge",0.01145,0.046025,0.0237,8.20333333333333,244.833333333333,15.2333333333333,159.266666666667,0.063,0.28375,10.93,NA,NA,2011-07-20
"668",Aug 2011,"Clark Fork River at Deer Lodge",0.0184333333333333,0.0894666666666667,0.0292333333333333,8.34666666666667,317.4,16.2666666666667,206.466666666667,0.0503,0.304,4.45666666666667,16.2380952380952,66.1904761904762,2011-08-09
"669",Sep 2011,"Clark Fork River at Deer Lodge",0.0075,0.11425,0.0136,8.445,375.15,11.65,244.05,0.02905,0.3315,2.475,11.1111111111111,44.7647058823529,2011-09-10
"670",Jun 2012,"Clark Fork River at Deer Lodge",0.02219,0.028775,0.01512,8.48,243.45,14.1,158.25,0.03519,0.27736,4.54,NA,NA,2012-06-23
"671",Jul 2012,"Clark Fork River at Deer Lodge",0.0106875,0.064445,0.012605,8.38666666666667,350.733333333333,18.9666666666667,227.9,0.0418775,0.336625,3.04333333333333,50.0476190476191,110.095238095238,2012-07-24
"672",Aug 2012,"Clark Fork River at Deer Lodge",0.00771333333333333,0.0919333333333333,0.00867666666666667,8.36,405.233333333333,16.5,263.466666666667,0.0225066666666667,0.408813333333333,1.88666666666667,NA,NA,2012-08-17
"673",Sep 2012,"Clark Fork River at Deer Lodge",0.00847,0.1038,0.003035,8.51,412.25,12.35,268.1,0.017345,0.355545,2.33,58.3333333333333,180.714285714286,2012-09-04
"674",Jun 2013,"Clark Fork River at Deer Lodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.35,244.9,2013-06-28
"675",Jul 2013,"Clark Fork River at Deer Lodge",0.015905,0.067495,0.01218,8.425,449.8,19.1,292.5,0.028665,0.34142,2.43,NA,NA,2013-07-17
"676",Aug 2013,"Clark Fork River at Deer Lodge",0.0183166666666667,0.178586666666667,0.00859333333333333,8.255,500.25,17,325.3,0.0191366666666667,0.502916666666667,2.805,110.571428571429,331.448275862069,2013-08-11
"677",Sep 2013,"Clark Fork River at Deer Lodge",0.015045,0.19883,0.008675,8.23,496.95,14.9,323.05,0.020785,0.451905,4.055,80.9615384615385,168.115384615385,2013-09-06
"678",Jul 2014,"Clark Fork River at Deer Lodge",0.0091,0.05025,0.0164,8.27,308.1,17.75,200.55,0.03985,0.338,6.025,NA,NA,2014-07-09
"679",Aug 2014,"Clark Fork River at Deer Lodge",0.01615,0.0621,0.01075,8.335,449.55,18.6,292.2,0.02495,0.32,2.65,65.1333333333333,225.066666666667,2014-08-14
"680",Sep 2014,"Clark Fork River at Deer Lodge",0.0121,0.0437,0.00875,8.59,461.75,13.1,300.3,0.05995,0.32,2.41,NA,NA,2014-09-10
"681",Jul 2015,"Clark Fork River at Deer Lodge",0.01085,0.0503,0.0042,8.305,354.05,17.8,230.1,0.0197,0.3285,2.565,74.1904761904762,188.904761904762,2015-07-08
"682",Aug 2015,"Clark Fork River at Deer Lodge",0.00966666666666667,0.159633333333333,0.00235,8.315,464.8,14.45,302.25,0.01255,0.406,1.33,103.142857142857,235.285714285714,2015-08-09
"683",Sep 2015,"Clark Fork River at Deer Lodge",0.01455,0.0891,0.0025,8.385,471.1,11.7,306.15,0.019,0.389,3.365,50.8571428571429,158.380952380952,2015-09-10
"684",Jul 2016,"Clark Fork River at Deer Lodge",0.012,0.0387,0.0036,8.285,400.2,16.05,260.3,0.0194,0.2945,1.9,118.621162790698,389.102325581395,2016-07-15
"685",Aug 2016,"Clark Fork River at Deer Lodge",0.0180333333333333,0.2548,0.0023,8.21,436.45,12.85,283.7,0.0125,0.4215,1.13,NA,NA,2016-08-20
"686",Sep 2016,"Clark Fork River at Deer Lodge",0.0208,0.1836,0.00255,8.205,476.95,11,309.75,0.0162,0.4255,2.24,81.25,260.690476190476,2016-09-13
"687",Jul 2017,"Clark Fork River at Deer Lodge",0.01275,0.02725,0.0081,8.22,363.45,18.6,236.25,0.024,0.2595,2.29,53.1,105.97619047619,2017-07-11
"688",Aug 2017,"Clark Fork River at Deer Lodge",0.0139333333333333,0.240733333333333,0.0038,8.135,421.5,16,274,0.0168666666666667,0.530666666666667,1.3,99.5619047619048,190.585714285714,2017-08-11
"689",Sep 2017,"Clark Fork River at Deer Lodge",0.0101,0.21265,0.0034,8.185,471.1,10.65,306.15,0.01785,0.513,2.2,61.252380952381,76.8666666666667,2017-09-07
"690",Jul 2018,"Clark Fork River at Deer Lodge",0.01105,0.04705,0.01545,8.17,300.5,17.5,195.3,0.0446,0.305,4.625,NA,NA,2018-07-17
"691",Aug 2018,"Clark Fork River at Deer Lodge",0.01985,0.1002,0.00875,8.175,411.55,14,267.5,0.0304,0.348,2.895,43.4846153846154,75.8,2018-08-08
"692",Sep 2018,"Clark Fork River at Deer Lodge",0.0146333333333333,0.13,0.00465,8.16,441.9,11.45,287.35,0.0276333333333333,0.394,2.74,28.5952380952381,74.2333333333333,2018-09-07
"693",Jul 2019,"Clark Fork River at Deer Lodge",0.025,0.0295,0.0255,8.85,345.4,18.05,224.575,0.034,0.235,3.23,66.8725623583333,201.985260771429,2019-07-15
"694",Aug 2019,"Clark Fork River at Deer Lodge",0.03,0.1425,0.0285,8.495,437.3,19.65,284.375,0.0255,0.345,2.92,75.8909090908696,188.972727273913,2019-08-21
"695",Sep 2019,"Clark Fork River at Deer Lodge",0.02,0.108,0.0195,8.205,462.55,13.75,300.625,0.0875,0.35,16.985,NA,NA,2019-09-16
"696",Jul 2020,"Clark Fork River at Deer Lodge",NA,0.016,0.006,8.47,364.05,19.1,NA,0.023,0.17,3.44,33.006,103.028666666667,2020-07-22
"697",Aug 2020,"Clark Fork River at Deer Lodge",NA,0.077,0.007,8.115,444.65,16.6,NA,0.017,0.295,2.425,75.960625,274.349375,2020-08-12
"698",Sep 2020,"Clark Fork River at Deer Lodge",0.02,0.0896666666666667,0.00833333333333333,8.14,485.4,12.75,NA,0.013,0.253333333333333,1.305,38.1595238095238,101.877142857143,2020-09-10
"699",Jul 2021,"Clark Fork River at Deer Lodge",0.03,0.114,0.002,8.44,453.15,19.35,NA,0.021,0.335,2.77,41.9047619047619,120.428571428571,2021-07-16
"700",Aug 2021,"Clark Fork River at Deer Lodge",0.03,0.093,NA,8.43,514.05,16.8,NA,0.017,0.33,3.03,37.1904761904762,139.571428571429,2021-08-16
"701",Sep 2021,"Clark Fork River at Deer Lodge",0.02,0.119,NA,8.19,532.6,9.65,NA,0.012,0.31,2.98,30.8095238095238,101.487804878049,2021-09-13
"702",Oct 2021,"Clark Fork River at Deer Lodge",0.01,0.232,0.001,NA,NA,NA,NA,0.013,0.4,NA,NA,NA,2021-10-08
"703",Jul 2022,"Clark Fork River at Deer Lodge",0.03,0.0135,0.002,8.41,430.6,20.5,NA,0.045,0.213333333333333,2.57,33.55,187.839265,2022-07-18
"704",Aug 2022,"Clark Fork River at Deer Lodge",0.015,0.1145,0.0019,8.37,490.05,19.45,NA,0.012,0.3,1.345,87.0833333333333,175.938995833333,2022-08-11
"705",Sep 2022,"Clark Fork River at Deer Lodge",NA,0.1495,9e-04,8.28,537.3,14.1,NA,0.008,0.395,1.94,201.695652173913,208.5242,2022-09-11
"706",Jun 1998,"Clark Fork River at Gold Creek",NA,NA,0.009,NA,NA,NA,NA,0.036,0.2,NA,NA,NA,1998-06-10
"707",Jul 1998,"Clark Fork River at Gold Creek",0.04,0.04,0.033,NA,NA,NA,NA,0.074,0.2,NA,NA,NA,1998-07-07
"708",Aug 1998,"Clark Fork River at Gold Creek",NA,NA,NA,NA,NA,NA,NA,0.053,1,NA,NA,NA,1998-08-09
"709",Sep 1998,"Clark Fork River at Gold Creek",NA,NA,0.004,7.7,434,15.7,218,0.027,0.2,NA,NA,NA,1998-09-09
"710",Oct 1998,"Clark Fork River at Gold Creek",NA,0.03,0.01,8.29,401,8.4,202,0.05,0.3,NA,NA,NA,1998-10-05
"711",Nov 1998,"Clark Fork River at Gold Creek",NA,0.1,0.002,6.3,393,5.8,201,0.02,0.3,NA,NA,NA,1998-11-16
"712",Dec 1998,"Clark Fork River at Gold Creek",0.01,0.25,NA,8.02,447,3.2,221,0.023,0.15,NA,NA,NA,1998-12-14
"713",Jan 1999,"Clark Fork River at Gold Creek",NA,0.3,0.032,7.49,368,-0.5,18,0.029,0.2,NA,NA,NA,1999-01-25
"714",Mar 1999,"Clark Fork River at Gold Creek",NA,0.14,0.01,8.6,NA,6.6,NA,0.12,0.5,NA,NA,NA,1999-03-01
"715",Apr 1999,"Clark Fork River at Gold Creek",NA,0.1,0.008,8.12,455,8.1,228,0.049,0.2,NA,NA,NA,1999-04-05
"716",May 1999,"Clark Fork River at Gold Creek",NA,NA,0.01,6.955,301.5,12.6,153.5,0.115666666666667,0.233333333333333,NA,NA,NA,1999-05-15
"717",Jun 1999,"Clark Fork River at Gold Creek",NA,0.06,0.019,7.39,303,19.4,140,0.08,0.3,NA,NA,NA,1999-06-14
"718",Jul 1999,"Clark Fork River at Gold Creek",0.04,NA,0.0095,7.93,345,23.8,176,0.0725,0.2,NA,NA,NA,1999-07-12
"719",Aug 1999,"Clark Fork River at Gold Creek",0.02,NA,0.023,7.81,389,20.5,196,0.057,0.3,NA,NA,NA,1999-08-16
"720",Sep 1999,"Clark Fork River at Gold Creek",0.02,0.04,0.0095,5.71,441,14,227,0.0275,0.25,NA,NA,NA,1999-09-21
"721",Oct 1999,"Clark Fork River at Gold Creek",0.15,0.03,0.007,7.9,447,9,224,0.044,0.2,NA,NA,NA,1999-10-18
"722",Nov 1999,"Clark Fork River at Gold Creek",0.065,0.13,0.0065,NA,487,2.4,244,0.038,0.3,NA,NA,NA,1999-11-16
"723",Dec 1999,"Clark Fork River at Gold Creek",0.02,0.28,0.013,6.95,473,1.8,236,0.0365,0.3,NA,NA,NA,1999-12-13
"724",Jan 2000,"Clark Fork River at Gold Creek",0.045,0.39,0.0135,NA,480,2.1,239,0.043,0.2,NA,NA,NA,2000-01-24
"725",Feb 2000,"Clark Fork River at Gold Creek",0.015,0.21,0.0095,7.93,467,3.1,235,0.0565,0.3,NA,NA,NA,2000-02-29
"726",Mar 2000,"Clark Fork River at Gold Creek",0.025,0.07,0.0115,8.48,401,6.4,199,0.0415,0.2,NA,NA,NA,2000-03-27
"727",May 2000,"Clark Fork River at Gold Creek",0.02,NA,0.0145,8.02,388,14.35,195,0.036,0.25,3.66,NA,NA,2000-05-16
"728",Jun 2000,"Clark Fork River at Gold Creek",NA,NA,0.013,8.67,372,17.5,189,0.0485,0.3,7.85,NA,NA,2000-06-11
"729",Jul 2000,"Clark Fork River at Gold Creek",0.01,NA,0.02,8.7,424,20.1,212,0.044,0.2,5.66,NA,NA,2000-07-17
"730",Aug 2000,"Clark Fork River at Gold Creek",0.03,NA,0.012,8.78,484,21.6,242,0.031,NA,NA,NA,NA,2000-08-14
"731",Sep 2000,"Clark Fork River at Gold Creek",0.08,NA,0.011,8.75,511,18.9,255,0.053,0.4,10.1,NA,NA,2000-09-12
"732",Oct 2000,"Clark Fork River at Gold Creek",0.02,NA,0.009,8.86,524,12.5,262,0.0465,0.45,7.8,NA,NA,2000-10-16
"733",Nov 2000,"Clark Fork River at Gold Creek",NA,0.27,0.008,8.55,476,1.1,239,0.025,0.2,4.49,NA,NA,2000-11-20
"734",Dec 2000,"Clark Fork River at Gold Creek",0.02,0.32,0.01,8.29,517,1.9,260,0.0255,0.1,1.8,NA,NA,2000-12-20
"735",Jan 2001,"Clark Fork River at Gold Creek",0.045,0.41,0.013,8.23,465,2.5,235,0.0365,0.2,3.96,NA,NA,2001-01-30
"736",Feb 2001,"Clark Fork River at Gold Creek",0.04,0.374,0.013,8.23,526,0.5,263,0.062,0.2,NA,NA,NA,2001-02-28
"737",Apr 2001,"Clark Fork River at Gold Creek",NA,0.135,0.005,8.68,459.5,8.65,NA,0.041,0.266666666666667,7.305,NA,NA,2001-04-14
"738",May 2001,"Clark Fork River at Gold Creek",NA,NA,0.01,8.2,280,12.4,140,0.034,0.3,NA,NA,NA,2001-05-22
"739",Jun 2001,"Clark Fork River at Gold Creek",NA,NA,0.008,8.53,335,15.9,169,0.065,0.3,NA,NA,NA,2001-06-18
"740",Jul 2001,"Clark Fork River at Gold Creek",0.01,NA,0.041,8.64,408,17.1,204,0.1,0.5,NA,NA,NA,2001-07-17
"741",Aug 2001,"Clark Fork River at Gold Creek",0.02,NA,0.015,8.59,419,21.6,210,0.033,0.2,2.2,NA,NA,2001-08-20
"742",Sep 2001,"Clark Fork River at Gold Creek",NA,NA,0.009,8.67,443,16.9,222,0.021,0.2,3.32,NA,NA,2001-09-24
"743",Oct 2001,"Clark Fork River at Gold Creek",NA,NA,0.006,8.22,470,6.9,237,0.016,0.3,5.7,NA,NA,2001-10-23
"744",Nov 2001,"Clark Fork River at Gold Creek",NA,0.007,0.004,8.62,476,7.5,238,0.04,0.2,7.44,NA,NA,2001-11-18
"745",Dec 2001,"Clark Fork River at Gold Creek",0.07,0.279,0.007,8.51,521,0.9,262,0.03,0.2,4.14,NA,NA,2001-12-18
"746",Jan 2002,"Clark Fork River at Gold Creek",0.03,0.311,0.013,8.84,512,1,257,0.032,NA,4.27,NA,NA,2002-01-28
"747",Mar 2002,"Clark Fork River at Gold Creek",0.01,0.433,0.007,8.37,484,1.8,243,0.046,0.3,8.52,NA,NA,2002-03-04
"748",Apr 2002,"Clark Fork River at Gold Creek",0.02,0.124,0.062,8.195,394.5,6.85,198.5,0.197666666666667,0.9,22.43,NA,NA,2002-04-12
"749",May 2002,"Clark Fork River at Gold Creek",0.03,0.007,0.01,7.94,287,13.4,146,0.058,0.3,14.5,NA,NA,2002-05-28
"750",Jun 2002,"Clark Fork River at Gold Creek",0.01,NA,0.016,8.82,291,16.8,148,0.027,0.5,13.3,NA,NA,2002-06-17
"751",Jul 2002,"Clark Fork River at Gold Creek",0.025,NA,0.025,8.44,389,23.1,196,0.043,0.2,8.01,NA,NA,2002-07-22
"752",Aug 2002,"Clark Fork River at Gold Creek",0.02,NA,0.008,8.93,424,18.3,212,0.022,0.2,1.91,NA,NA,2002-08-19
"753",Sep 2002,"Clark Fork River at Gold Creek",NA,NA,0.005,8.2,456,14.6,230,0.017,0.1,1.43,NA,NA,2002-09-24
"754",Jan 2005,"Clark Fork River at Gold Creek",0.05,0.372,0.02,7.29,536,2,NA,0.058,0.4,16.8,NA,NA,2005-01-18
"755",Feb 2005,"Clark Fork River at Gold Creek",0.01,0.247,0.011,8.3,479,1.6,NA,0.052,0.3,15.8,NA,NA,2005-02-15
"756",Mar 2005,"Clark Fork River at Gold Creek",NA,0.111,0.008,8.48,476,7.8,NA,0.044,0.3,10.3,NA,NA,2005-03-15
"757",Apr 2005,"Clark Fork River at Gold Creek",NA,0.032,0.008,8.44,455,10.9,NA,0.029,0.2,6,NA,NA,2005-04-13
"758",May 2005,"Clark Fork River at Gold Creek",NA,0.07,0.023,7.91,516,13,NA,0.083,0.6,21.6,NA,NA,2005-05-16
"759",Jun 2005,"Clark Fork River at Gold Creek",0.01,0.0235,0.0285,8.23,640,18.1,NA,0.071,0.45,15.9,NA,NA,2005-06-21
"760",Jul 2005,"Clark Fork River at Gold Creek",NA,0.004,0.018,8.82,388,19.4,NA,0.032,0.1,1.5,NA,NA,2005-07-19
"761",Aug 2005,"Clark Fork River at Gold Creek",NA,0.003,0.069,9.43,281,17.8,NA,0.023,NA,1.3,NA,NA,2005-08-16
"762",Sep 2005,"Clark Fork River at Gold Creek",NA,0.005,0.007,8.93,448,11.3,NA,0.024,0.1,2.6,NA,NA,2005-09-13
"763",Oct 2005,"Clark Fork River at Gold Creek",NA,0.005,0.007,8.92,452,10.9,NA,0.025,0.2,NA,NA,NA,2005-10-15
"764",Nov 2005,"Clark Fork River at Gold Creek",NA,0.06,0.004,NA,366,0,NA,0.025,0.2,NA,NA,NA,2005-11-15
"765",Dec 2005,"Clark Fork River at Gold Creek",0.01,0.312,0.01,NA,493,0.2,NA,0.026,0.3,NA,NA,NA,2005-12-13
"766",Jun 1998,"Clark Fork River at Harper Bridge",NA,0.02,0.009,8.61,203,14,105,0.018,0.1,NA,NA,NA,1998-06-09
"767",Jul 1998,"Clark Fork River at Harper Bridge",NA,0.06,0.016,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1998-07-07
"768",Aug 1998,"Clark Fork River at Harper Bridge",NA,NA,NA,8.21,214,22,108,0.016,0.75,NA,NA,NA,1998-08-10
"769",Sep 1998,"Clark Fork River at Harper Bridge",NA,0.08,0.001,8.26,184,18.2,90,0.027,NA,NA,NA,NA,1998-09-09
"770",Oct 1998,"Clark Fork River at Harper Bridge",NA,0.06,0.012,8.52,257,11.2,130,0.02,0.2,NA,NA,NA,1998-10-06
"771",Nov 1998,"Clark Fork River at Harper Bridge",NA,0.11,0.008,7.92,266,6.7,134,0.01,0.2,NA,NA,NA,1998-11-17
"772",Dec 1998,"Clark Fork River at Harper Bridge",NA,0.18,0.009,6.81,402,5.3,206,0.015,0.2,NA,NA,NA,1998-12-16
"773",Jan 1999,"Clark Fork River at Harper Bridge",0.09,0.21,0.003,8.29,273,2.4,138,0.022,0.1,NA,NA,NA,1999-01-27
"774",Mar 1999,"Clark Fork River at Harper Bridge",0.03,0.13,0.005,8.31,246,5.7,123,0.067,0.3,NA,NA,NA,1999-03-02
"775",Apr 1999,"Clark Fork River at Harper Bridge",NA,0.09,0.005,8.04,242,8.9,123,0.026,0.2,NA,NA,NA,1999-04-06
"776",May 1999,"Clark Fork River at Harper Bridge",0.01,0.06,0.007,7.695,146,12.65,54,0.115,0.8,NA,NA,NA,1999-05-16
"777",Jun 1999,"Clark Fork River at Harper Bridge",NA,0.01,0.008,6.52,136,16.7,68,0.053,0.1,NA,NA,NA,1999-06-16
"778",Jul 1999,"Clark Fork River at Harper Bridge",0.01,0.04,0.006,NA,NA,NA,NA,0.029,0.15,NA,NA,NA,1999-07-13
"779",Aug 1999,"Clark Fork River at Harper Bridge",0.015,0.05,0.0085,7.77,281,20.7,141,0.0245,0.2,NA,NA,NA,1999-08-17
"780",Sep 1999,"Clark Fork River at Harper Bridge",0.02,0.19,NA,7.34,201,11.6,104,0.022,0.4,NA,NA,NA,1999-09-22
"781",Oct 1999,"Clark Fork River at Harper Bridge",0.11,0.075,0.0075,NA,NA,NA,NA,0.015,0.1,NA,NA,NA,1999-10-19
"782",Nov 1999,"Clark Fork River at Harper Bridge",0.06,0.08,0.003,NA,310,6.3,154,0.014,0.2,NA,NA,NA,1999-11-16
"783",Dec 1999,"Clark Fork River at Harper Bridge",0.02,0.15,0.004,6.81,258,3.4,129,0.015,0.3,NA,NA,NA,1999-12-14
"784",Jan 2000,"Clark Fork River at Harper Bridge",0.06,0.15,0.009,6.56,278,3.2,139,0.022,NA,NA,NA,NA,2000-01-25
"785",Feb 2000,"Clark Fork River at Harper Bridge",0.06,0.09,0.007,8.51,253,6.9,128,0.024,0.2,NA,NA,NA,2000-02-29
"786",Mar 2000,"Clark Fork River at Harper Bridge",0.06,0.08,0.019,7.62,213,9.2,108,0.046,0.2,NA,NA,NA,2000-03-28
"787",May 2000,"Clark Fork River at Harper Bridge",0.06,0.035,0.004,7.97,124,12.7,62,0.028,0.1,5.81,NA,NA,2000-05-16
"788",Jun 2000,"Clark Fork River at Harper Bridge",0.02,0.05,0.003,8.2,124,15.8,61,0.014,0.2,4.71,NA,NA,2000-06-12
"789",Jul 2000,"Clark Fork River at Harper Bridge",0.06,0.1,0.006,7.18,252,18.1,126,0.019,0.2,3.21,NA,NA,2000-07-18
"790",Aug 2000,"Clark Fork River at Harper Bridge",0.04,0.08,0.003,8.9,254,19.1,127,0.017,0.3,NA,NA,NA,2000-08-14
"791",Sep 2000,"Clark Fork River at Harper Bridge",0.03,0.12,0.006,8.41,272,16,136,0.025,0.2,2.92,NA,NA,2000-09-13
"792",Oct 2000,"Clark Fork River at Harper Bridge",0.1,0.07,0.006,8.14,266,9.9,133,0.016,0.2,1.82,NA,NA,2000-10-17
"793",Nov 2000,"Clark Fork River at Harper Bridge",0.07,0.12,0.005,8.21,236,3.5,118,0.012,0.2,1,NA,NA,2000-11-21
"794",Dec 2000,"Clark Fork River at Harper Bridge",0.1,0.17,0.003,8.19,272,2.9,137,0.011,0.2,0.99,NA,NA,2000-12-21
"795",Jan 2001,"Clark Fork River at Harper Bridge",0.02,0.11,0.004,8.57,148,5.4,73,0.0165,0.2,1.12,NA,NA,2001-01-31
"796",Feb 2001,"Clark Fork River at Harper Bridge",0.035,0.111,0.01,8.71,295,3.2,NA,0.024,0.1,NA,NA,NA,2001-02-28
"797",Apr 2001,"Clark Fork River at Harper Bridge",0.02,0.053,0.0055,8.825,243,11.35,NA,0.034,0.3,3.885,NA,NA,2001-04-14
"798",May 2001,"Clark Fork River at Harper Bridge",0.015,0.069,0.009,8.05,145,15.9,72,0.025,0.3,NA,NA,NA,2001-05-22
"799",Jun 2001,"Clark Fork River at Harper Bridge",0.015,0.02,0.0085,8.37,178,15.6,89,0.0295,0.1,NA,NA,NA,2001-06-19
"800",Jul 2001,"Clark Fork River at Harper Bridge",0.01,0.086,0.008,8.3,248,18,125,0.051,0.2,NA,NA,NA,2001-07-18
"801",Aug 2001,"Clark Fork River at Harper Bridge",NA,0.085,0.004,8.81,248,19.4,124,0.016,0.1,2.46,NA,NA,2001-08-21
"802",Sep 2001,"Clark Fork River at Harper Bridge",0.01,0.073,0.001,8.2,259,15.8,131,0.011,0.1,1.5,NA,NA,2001-09-25
"803",Oct 2001,"Clark Fork River at Harper Bridge",NA,0.079,0.004,8.29,264,7.9,134,0.015,0.2,3.13,NA,NA,2001-10-24
"804",Nov 2001,"Clark Fork River at Harper Bridge",0.045,0.0915,0.003,8.5,239,5.6,129,0.011,NA,1.8,NA,NA,2001-11-19
"805",Dec 2001,"Clark Fork River at Harper Bridge",0.08,0.134,0.0125,8.19,268,1.8,136,0.023,0.25,1.14,NA,NA,2001-12-19
"806",Jan 2002,"Clark Fork River at Harper Bridge",0.08,0.181,0.01,8.45,269,1.6,137,0.025,0.1,2.17,NA,NA,2002-01-29
"807",Mar 2002,"Clark Fork River at Harper Bridge",0.06,0.125,0.007,8.23,249,3.6,126,0.017,0.1,2.78,NA,NA,2002-03-05
"808",Apr 2002,"Clark Fork River at Harper Bridge",0.11,0.132,0.044,8.34,253,6.2,127,0.09,0.6,12.6,NA,NA,2002-04-02
"809",May 2002,"Clark Fork River at Harper Bridge",0.0266666666666667,0.0353333333333333,0.01,7.945,128.5,12.25,64.5,0.0543333333333333,0.3,13.715,NA,NA,2002-05-17
"810",Jun 2002,"Clark Fork River at Harper Bridge",0.03,0.02,0.009,7.35,120,14.3,60,0.049,0.2,21.9,NA,NA,2002-06-18
"811",Jul 2002,"Clark Fork River at Harper Bridge",0.02,0.03,0.007,8.19,199,21,100,0.029,NA,1.8,NA,NA,2002-07-23
"812",Aug 2002,"Clark Fork River at Harper Bridge",0.02,NA,0.008,7.86,246,17.1,124,0.038,0.2,6,NA,NA,2002-08-20
"813",Sep 2002,"Clark Fork River at Harper Bridge",0.03,0.02,0.008,8.09,269,14,136,0.021,0.2,2.1,NA,NA,2002-09-24
"814",Jan 2005,"Clark Fork River at Harper Bridge",0.01,0.218,0.01,8.12,268,2.7,NA,0.023,0.2,4.2,NA,NA,2005-01-19
"815",Feb 2005,"Clark Fork River at Harper Bridge",NA,0.086,0.004,8.41,236,3.6,NA,0.014,NA,2.4,NA,NA,2005-02-16
"816",Mar 2005,"Clark Fork River at Harper Bridge",NA,0.055,0.007,8.27,218,8.4,NA,0.02,0.1,2.9,NA,NA,2005-03-15
"817",Apr 2005,"Clark Fork River at Harper Bridge",NA,0.029,0.008,8.31,191,9,NA,0.018,0.2,4.8,NA,NA,2005-04-13
"818",May 2005,"Clark Fork River at Harper Bridge",NA,0.064,0.011,7.61,137,12.9,NA,0.055,0.4,18.8,NA,NA,2005-05-16
"819",Jun 2005,"Clark Fork River at Harper Bridge",0.01,0.022,0.01,8.29,386,17.3,NA,0.034,0.2,8.9,NA,NA,2005-06-22
"820",Jul 2005,"Clark Fork River at Harper Bridge",NA,0.021,0.004,8.75,248,21.6,NA,0.017,0.1,2.5,NA,NA,2005-07-19
"821",Aug 2005,"Clark Fork River at Harper Bridge",NA,0.046,0.038,9.37,218,19.2,NA,0.018,NA,1.3,NA,NA,2005-08-16
"822",Sep 2005,"Clark Fork River at Harper Bridge",NA,0.51,0.002,8.66,278,13.2,NA,0.013,NA,1.3,NA,NA,2005-09-14
"823",Oct 2005,"Clark Fork River at Harper Bridge",NA,0.071,0.008,8.67,220,12.7,NA,0.027,0.2,NA,NA,NA,2005-10-15
"824",Nov 2005,"Clark Fork River at Harper Bridge",NA,0.057,0.005,NA,213,3.7,NA,0.017,0.1,NA,NA,NA,2005-11-15
"825",Dec 2005,"Clark Fork River at Harper Bridge",NA,0.169,0.006,NA,282,1.7,NA,0.014,NA,NA,NA,NA,2005-12-13
"826",Jun 1998,"Clark Fork River at Huson",NA,0.02,0.007,8.52,208,14.8,99,0.024,0.3,NA,NA,NA,1998-06-09
"827",Jul 1998,"Clark Fork River at Huson",NA,0.04,0.013,NA,NA,NA,NA,0.041,NA,NA,NA,NA,1998-07-07
"828",Aug 1998,"Clark Fork River at Huson",NA,NA,0.007,7.87,218,22.9,113,0.0205,0.6,NA,NA,NA,1998-08-12
"829",Sep 1998,"Clark Fork River at Huson",NA,0.065,0.00466666666666667,8.16,194,18.5,98,0.0212,0.166666666666667,NA,NA,NA,1998-09-08
"830",Oct 1998,"Clark Fork River at Huson",NA,0.07,0.012,8.44,268,12.5,158,0.02,0.2,NA,NA,NA,1998-10-06
"831",Nov 1998,"Clark Fork River at Huson",NA,0.15,NA,7.08,NA,6.2,NA,0.02,0.2,NA,NA,NA,1998-11-18
"832",Dec 1998,"Clark Fork River at Huson",NA,0.18,0.009,7.07,516,4.9,260,0.015,0.2,NA,NA,NA,1998-12-16
"833",Jan 1999,"Clark Fork River at Huson",NA,0.205,0.005,8.59,330,0.9,166,0.021,NA,NA,NA,NA,1999-01-27
"834",Mar 1999,"Clark Fork River at Huson",0.045,0.19,0.0055,8.02,274,5.3,138,0.0555,0.3,NA,NA,NA,1999-03-03
"835",Apr 1999,"Clark Fork River at Huson",NA,0.09,0.004,5.69,255,5.8,128,0.033,0.1,NA,NA,NA,1999-04-07
"836",May 1999,"Clark Fork River at Huson",NA,NA,NA,7.74,168,9.4,83,0.036,0.2,NA,NA,NA,1999-05-04
"837",Jun 1999,"Clark Fork River at Huson",NA,0.02,0.006,6.67,126,18.5,63,0.076,0.1,NA,NA,NA,1999-06-16
