,Group.1,Group.2,ActivityStartDate,Manganese,MonitoringLocationName,Zinc,Orthophosphate,Phosphate.phosphorus...retired...use.Total.Phosphorus..mixed.forms,Kjeldahl.nitrogen,Ammonia.nitrogen,Oxidation.reduction.potential..ORP.,Dissolved.oxygen..DO.,Flow,Specific.conductance,Copper,Total.dissolved.solids,Inorganic.nitrogen..nitrate.and.nitrite.....retired...use.Nitrate...Nitrite,Temperature..water,pH,Turbidity,Dissolved.oxygen.saturation,date_yearmon
581,Oct-98,Clark Fork River at Deer Lodge,10/5/1998,NA,NA,0.0094,0.008,0.03,NA,NA,-55,12.2,260,433,0.019,218,0.03,8.9,7.99,NA,NA,NA
582,Nov-98,Clark Fork River at Deer Lodge,11/16/1998,NA,NA,0.0106,0.005,0.02,0.4,NA,-77,10.2,289,432,0.013,217,0.18,6.2,8.37,NA,NA,NA
583,Dec-98,Clark Fork River at Deer Lodge,12/14/1998,NA,NA,0.0148,NA,0.02,0.1,NA,-52,10.1,256,501,0.018,253,0.36,4.8,7.92,NA,NA,NA
584,Jan-99,Clark Fork River at Deer Lodge,1/25/1999,NA,NA,0.01,0.02,0.032,NA,NA,-26,6.5,230,596,0.01,298,0.41,0.8,7.46,NA,NA,NA
585,Mar-99,Clark Fork River at Deer Lodge,3/1/1999,NA,NA,0.0393,0.003,0.071,0.3,NA,-67,10.1,280,295,0.023,154,0.23,6.2,8.45,NA,NA,NA
586,Apr-99,Clark Fork River at Deer Lodge,4/5/1999,NA,NA,0.0253,0.009,0.068,0.2,NA,-42,8.3,238,500,0.021,266,0.3,8.4,7.78,NA,NA,NA
587,May-99,Clark Fork River at Deer Lodge,5/11/1999,NA,NA,0.037633333,0.008,0.075,0.3,NA,-26,NA,312.5,417.5,0.036666667,211.5,0.16,15.1,7.435,NA,NA,NA
588,Jun-99,Clark Fork River at Deer Lodge,6/14/1999,NA,NA,0.0456,0.009,0.08,0.3,0.04,-3,14.4,390,227,0.049,118,0.13,21,6.76,NA,NA,NA
589,Jul-99,Clark Fork River at Deer Lodge,7/12/1999,NA,NA,0.0219,0.003,0.036,0.2,0.02,-45,NA,173,339,0.013,167,0.02,24,7.67,NA,NA,NA
590,Aug-99,Clark Fork River at Deer Lodge,8/16/1999,NA,NA,0.0296,0.026,0.064,0.4,0.03,-22,13.2,110,429,0.024,216,0.12,22.6,7.44,NA,148,NA
591,Sep-99,Clark Fork River at Deer Lodge,9/20/1999,NA,NA,0.0151,0.002,0.025,0.3,NA,NA,NA,162,NA,0.021,NA,0.11,NA,NA,NA,NA,NA
592,Oct-99,Clark Fork River at Deer Lodge,10/18/1999,NA,NA,0.0282,0.004,0.033,0.3,0.14,-20,NA,222,486,0.026,244,0.25,8.7,7.41,NA,NA,NA
593,Nov-99,Clark Fork River at Deer Lodge,11/15/1999,NA,NA,0.0205,0.006,0.024,0.3,0.04,NA,10.8,211,562,0.018,281,0.25,6.7,NA,NA,110,NA
594,Dec-99,Clark Fork River at Deer Lodge,12/13/1999,NA,NA,0.0173,0.004,0.024,0.3,0.03,-11,11.9,235,508,0.016,253,0.39,2.3,7.17,NA,97,NA
595,Jan-00,Clark Fork River at Deer Lodge,1/24/2000,NA,NA,0.0387,0.004,0.039,0.2,0.02,NA,13.1,213,525,0.032,263,0.55,4.6,NA,NA,112,NA
596,Feb-00,Clark Fork River at Deer Lodge,2/29/2000,NA,NA,0.0331,0.002,0.045,0.3,0.03,-39,9.6,233,185,0.033,242,0.36,3.4,7.7,NA,76,NA
597,Mar-00,Clark Fork River at Deer Lodge,3/27/2000,NA,NA,0.0209,0.007,0.022,0.2,0.02,-68,10,199,461,0.019,230,0.29,5.9,8.28,NA,86,NA
598,May-00,Clark Fork River at Deer Lodge,5/11/2000,NA,NA,0.01695,0.009,0.0235,0.2,0.045,-37.5,8.75,120,491.5,0.015,246,0.065,13.75,7.91,3.02,106.5,NA
599,Jun-00,Clark Fork River at Deer Lodge,6/11/2000,NA,NA,0.0206,0.004,0.03,0.3,0.02,-83,NA,127,389,0.018,196,0.04,NA,8.55,4.5,NA,NA
600,Jul-00,Clark Fork River at Deer Lodge,7/17/2000,NA,NA,0.0137,0.005,0.024,0.3,0.13,-73,9,31,524,0.011,262,0.09,18.5,8.45,4.07,119,NA
601,Aug-00,Clark Fork River at Deer Lodge,8/14/2000,NA,NA,0.0153,0.006,0.021,0.2,NA,-76,10.1,36,562,0.012,281,0.15,18.4,8.43,NA,129,NA
602,Sep-00,Clark Fork River at Deer Lodge,9/12/2000,NA,NA,0.0257,0.005,0.031,0.3,0.02,-71,9.9,103,517,0.017,273,0.09,16.1,8.49,NA,120,NA
603,Oct-00,Clark Fork River at Deer Lodge,10/16/2000,NA,NA,0.0313,0.005,0.027,0.3,NA,-74,10.3,188,598,0.02,299,0.14,10.8,8.44,4.45,115,NA
604,Nov-00,Clark Fork River at Deer Lodge,11/20/2000,NA,NA,0.0247,0.005,0.031,0.2,0.02,-59,11,185,500,0.014,250,0.95,3,8.1,2.42,96,NA
605,Dec-00,Clark Fork River at Deer Lodge,12/20/2000,NA,NA,0.0241,0.008,0.025,0.2,0.02,60,11.3,130,567,0.013,284,0.49,5.5,8.17,2.6,110,NA
606,Jan-01,Clark Fork River at Deer Lodge,1/30/2001,NA,NA,0.0272,0.007,0.033,0.3,0.02,-61,9.6,160,533,0.018,266,0.57,3.1,8.15,3.97,90,NA
607,Feb-01,Clark Fork River at Deer Lodge,2/28/2001,NA,NA,0.0222,0.009,0.031,0.2,0.07,-67,NA,155,598,0.012,299,0.636,0.5,8.26,NA,NA,NA
608,Apr-01,Clark Fork River at Deer Lodge,4/12/2001,NA,NA,0.0238,0.007,0.039,0.25,0.015,-78,13.25,196.5,559,0.0225,NA,0.247,9.3,8.5,5.79,115.5,NA
609,May-01,Clark Fork River at Deer Lodge,5/22/2001,NA,NA,0.0164,0.002,0.025,0.3,NA,-46,7.75,114,431,0.017,215,0.08,14,8.05,NA,89,NA
610,Jun-01,Clark Fork River at Deer Lodge,6/18/2001,NA,NA,0.012,0.002,0.025,0.1,NA,-94,9.2,166,466,0.0145,234,0.0505,16.5,8.65,NA,97,NA
611,Jul-01,Clark Fork River at Deer Lodge,7/17/2001,NA,NA,0.0362,0.007,0.048,0.4,0.02,83.3,NA,100,515,0.037,258,0.125,18,8.65,NA,NA,NA
612,Aug-01,Clark Fork River at Deer Lodge,8/20/2001,NA,NA,0.00305,0.0065,0.014,0.2,NA,78.3,12.2,38,522,0.007,262,0.0965,18.7,8.45,2.05,129,NA
613,Sep-01,Clark Fork River at Deer Lodge,9/24/2001,NA,NA,0.00575,0.0025,0.009,0.2,NA,99.1,13.4,108,512,0.0075,256,0.082,15.7,8.95,1.72,132,NA
614,Oct-01,Clark Fork River at Deer Lodge,10/23/2001,NA,NA,0.0111,0.003,0.009,0.35,NA,66.6,10.26,175,54,0.0095,272,0.1015,6.8,8.27,4.4,83,NA
615,Nov-01,Clark Fork River at Deer Lodge,11/18/2001,NA,NA,0.02355,0.0035,0.0255,0.3,0.02,70.6,11.8,184,541,0.0175,271,0.2075,6.8,8.24,4.01,96,NA
616,Dec-01,Clark Fork River at Deer Lodge,12/18/2001,NA,NA,0.01385,0.006,0.02,0.3,0.02,54.1,3.51,180,523,0.0095,268,0.4165,1.9,7.77,4.04,25,NA
617,Jan-02,Clark Fork River at Deer Lodge,1/28/2002,NA,NA,0.0119,0.006,0.02,0.2,0.02,-70.5,12.6,162,538,0.006,271,0.435,1.2,8.62,2.87,90,NA
618,Mar-02,Clark Fork River at Deer Lodge,3/4/2002,NA,NA,0.0129,0.004,0.037,0.3,0.02,-64,10.98,200,566,0.008,284,0.468,1.7,7.98,6.05,79,NA
619,Apr-02,Clark Fork River at Deer Lodge,4/15/2002,NA,NA,0.02365,0.003,0.0335,0.4,0.02,-79.4,10.175,191,534.5,0.023,269,0.205,7.75,8.15,7.315,86,NA
620,May-02,Clark Fork River at Deer Lodge,5/28/2002,NA,NA,0.0131,0.003,0.026,0.3,0.02,-74.3,9.59,143,475,0.015,238,0.03,13.5,8.05,6.23,92,NA
621,Jun-02,Clark Fork River at Deer Lodge,6/17/2002,NA,NA,0.0161,0.003,0.018,0.4,0.02,-72.7,10.12,293,363,0.021,184,0.02,16.8,8.72,8.61,102,NA
622,Jul-02,Clark Fork River at Deer Lodge,7/22/2002,NA,NA,0.0054,0.01,0.019,0.1,0.02,-72.4,NA,69,471,0.011,236,0.06,21.9,8.44,3.75,NA,NA
623,Aug-02,Clark Fork River at Deer Lodge,8/19/2002,NA,NA,0.0054,0.007,0.019,0.2,0.02,-80.8,9.6,78,498,0.009,252,0.07,15.8,8.75,1.09,98,NA
624,Sep-02,Clark Fork River at Deer Lodge,9/24/2002,NA,NA,0.007,0.003,0.022,0.2,NA,-80.6,NA,87,503,0.009,252,0.06,12.6,8.31,1.79,NA,NA
625,Jun-03,Clark Fork River at Deer Lodge,6/16/2003,NA,NA,NA,0.0195,0.057,0.4,0.025,-47.1,7.575,NA,313,NA,167.9,0.089,16.4,7.88,9.72,90.65,NA
626,Jul-03,Clark Fork River at Deer Lodge,7/14/2003,NA,NA,NA,0.007,0.022,0.5,0.02,-61.85,NA,NA,441,NA,234.5,0.1115,21.2,8.095,2.36,NA,NA
627,Aug-03,Clark Fork River at Deer Lodge,8/11/2003,NA,NA,NA,0.003666667,0.016,0.275,0.02,-57.83333333,8.066666667,NA,516.3333333,NA,274.1666667,0.13375,19.56666667,7.98,1.633333333,100.8333333,NA
628,Sep-03,Clark Fork River at Deer Lodge,9/15/2003,NA,NA,NA,0.003666667,0.018666667,0.366666667,0.02,-72.56666667,9.3,NA,504,NA,268,0.161333333,14.13333333,8.29,3.386666667,105.3333333,NA
629,May-04,Clark Fork River at Deer Lodge,5/17/2004,NA,NA,NA,0.004,0.026,0.3,0.01,-61.3,9.6,NA,486,NA,NA,0.114,11.6,8.16,3.26,99,NA
630,Jun-04,Clark Fork River at Deer Lodge,6/16/2004,NA,NA,NA,0.00575,0.036,0.5,0.015,-384.9,9.1,NA,400.6666667,NA,NA,0.03175,16.46666667,8.38,6.453333333,111.3333333,NA
631,Jul-04,Clark Fork River at Deer Lodge,7/21/2004,NA,NA,NA,0.0035,0.016,0.35,0.02,-70.3,9,NA,487.5,NA,NA,0.1445,19.45,8.26,2.56,110.5,NA
632,Aug-04,Clark Fork River at Deer Lodge,8/18/2004,NA,NA,NA,0.006,0.0355,0.35,0.01,-68.55,8.75,NA,529,NA,NA,0.333,16.05,8.28,8.505,104,NA
633,Sep-04,Clark Fork River at Deer Lodge,9/15/2004,NA,NA,NA,0.004,0.026,0.3,NA,-68.3,9.45,NA,524.5,NA,NA,0.1955,12.4,8.225,5.905,101.5,NA
634,Jan-05,Clark Fork River at Deer Lodge,1/18/2005,NA,NA,0.0525,0.017,0.05,0.5,0.04,NA,10.7,NA,440,0.041,NA,0.513,2.9,7.31,19.7,81,NA
635,Feb-05,Clark Fork River at Deer Lodge,2/15/2005,NA,NA,0.0283,0.008,0.04,0.2,NA,NA,10.4,NA,537,0.024,NA,0.375,1.5,7.76,6.8,88,NA
636,Mar-05,Clark Fork River at Deer Lodge,3/15/2005,NA,NA,0.0278,0.005,0.034,0.4,NA,NA,9,NA,472,0.024,NA,0.336,4.7,8.3,8.3,94,NA
637,Apr-05,Clark Fork River at Deer Lodge,4/13/2005,NA,NA,0.02,0.007,0.021,0.2,NA,NA,9.4,NA,589,0.019,NA,0.249,9.2,7.82,5.3,94,NA
638,May-05,Clark Fork River at Deer Lodge,5/16/2005,NA,NA,0.071,0.013,0.096,0.8,NA,NA,NA,NA,540,0.068,NA,0.127,12.3,7.9,20.8,NA,NA
639,Jun-05,Clark Fork River at Deer Lodge,6/16/2005,NA,NA,0.0406,0.026,0.078,0.45,0.01,NA,6.6,NA,554.5,0.043,NA,0.051,14.25,8.13,11.5,78,NA
640,Jul-05,Clark Fork River at Deer Lodge,7/13/2005,NA,NA,0.0087,0.0095,0.024,0.3,NA,NA,8.3,NA,404.5,0.013,NA,0.014,18.9,8.32,2.7,95,NA
641,Aug-05,Clark Fork River at Deer Lodge,8/16/2005,NA,NA,0.0133,0.048333333,0.018666667,0.3,NA,NA,7.566666667,NA,453.6666667,0.015,NA,0.072666667,16.8,8.62,1.8,89.33333333,NA
642,Sep-05,Clark Fork River at Deer Lodge,9/20/2005,NA,NA,0.0252,0.003333333,0.022666667,0.15,0.015,NA,8,NA,509,0.028,NA,0.059333333,10.25,8.755,4.6,90,NA
643,Oct-05,Clark Fork River at Deer Lodge,10/15/2005,NA,NA,0.0196,0.002,0.022,0.4,NA,NA,NA,NA,528,0.019,NA,0.01,9.4,8.1,NA,NA,NA
644,Nov-05,Clark Fork River at Deer Lodge,11/15/2005,NA,NA,0.0268,0.003,0.042,0.3,NA,NA,NA,NA,425,0.019,NA,0.225,0,NA,NA,NA,NA
645,Dec-05,Clark Fork River at Deer Lodge,12/13/2005,NA,NA,0.0228,0.006,0.02,0.4,NA,NA,NA,NA,570,0.016,NA,0.433,1,NA,NA,NA,NA
646,Jun-06,Clark Fork River at Deer Lodge,6/14/2006,NA,NA,NA,0.039,0.088333333,0.533333333,0.04,NA,8.133333333,NA,360.3333333,NA,NA,0.127,18.16666667,8.213333333,7.876666667,NA,NA
647,Jul-06,Clark Fork River at Deer Lodge,7/10/2006,NA,NA,NA,0.010666667,0.026333333,0.3,0.016666667,NA,8.9,NA,430.5,NA,NA,0.056333333,21.2,8.235,2.38,NA,NA
648,Aug-06,Clark Fork River at Deer Lodge,8/16/2006,NA,NA,NA,0.01,0.017666667,0.4,0.01,NA,9.166666667,NA,498.6666667,NA,NA,0.223666667,16.46666667,8.353333333,1.88,NA,NA
649,Sep-06,Clark Fork River at Deer Lodge,9/20/2006,NA,NA,NA,0.0115,0.022,0.4,NA,NA,9.9,NA,521,NA,NA,0.182,13.9,8.45,5.38,NA,NA
650,Jun-07,Clark Fork River at Deer Lodge,6/15/2007,NA,NA,NA,0.028666667,0.097,0.466666667,0.02,NA,NA,NA,NA,NA,NA,0.048333333,NA,NA,NA,NA,NA
651,Jul-07,Clark Fork River at Deer Lodge,7/15/2007,NA,NA,NA,0.008666667,0.014333333,0.266666667,NA,NA,NA,NA,NA,NA,NA,0.039666667,NA,NA,NA,NA,NA
652,Aug-07,Clark Fork River at Deer Lodge,8/15/2007,NA,NA,NA,0.009,0.011,0.233333333,0.02,NA,NA,NA,NA,NA,NA,0.072333333,NA,NA,NA,NA,NA
653,Sep-07,Clark Fork River at Deer Lodge,9/12/2007,NA,NA,NA,0.01,0.0145,0.3,0.01,NA,NA,NA,NA,NA,NA,0.0385,NA,NA,NA,NA,NA
654,Jun-08,Clark Fork River at Deer Lodge,6/18/2008,NA,NA,NA,NA,0.12,0.5,0.035,-52.25,8.56,NA,291.5,NA,154.95,0.1315,13.85,8.435,14.65,89.4,NA
655,Jul-08,Clark Fork River at Deer Lodge,7/16/2008,NA,NA,NA,NA,0.04875,0.275,0.02,-62.36666667,9.42,NA,324.3333333,NA,172.0333333,0.03125,19.43333333,8.633333333,4.32,101,NA
656,Aug-08,Clark Fork River at Deer Lodge,8/11/2008,NA,NA,NA,NA,0.018,0.233333333,0.01,-73.5,9.266666667,NA,457.3333333,NA,242.6666667,0.056,16.03333333,8.853333333,2.09,96.86666667,NA
657,Sep-08,Clark Fork River at Deer Lodge,9/7/2008,NA,NA,NA,NA,0.0255,0.25,0.01,-75.9,10.375,NA,464,NA,251,0.061,11.9,8.985,3.64,97.75,NA
658,Jun-09,Clark Fork River at Deer Lodge,6/24/2009,NA,NA,NA,29.83,77.6,NA,12.75,-30.1,8.48,NA,253,NA,134.6,50.18,16.5,8.27,9.23,NA,NA
659,Jul-09,Clark Fork River at Deer Lodge,7/17/2009,NA,NA,NA,16.148,44.8375,NA,8.546,-64.93333333,8.936666667,NA,313,NA,148.1666667,51.734,18.06666667,8.446666667,5.7,NA,NA
660,Aug-09,Clark Fork River at Deer Lodge,8/6/2009,NA,NA,NA,11.37,29.22333333,NA,9.59,-76.36666667,9.416666667,NA,409,NA,217,68.87333333,19.5,8.766666667,3.546666667,NA,NA
661,Sep-09,Clark Fork River at Deer Lodge,9/7/2009,NA,NA,NA,6.63,18.27,NA,11.88666667,-77.56666667,9.87,NA,434.6666667,NA,231,57.91666667,17.66666667,8.503333333,2.24,NA,NA
662,Jun-10,Clark Fork River at Deer Lodge,6/23/2010,NA,NA,NA,39.2,112.8,NA,25.1,-45.3,8.19,NA,285,NA,151.6,129.4,16.4,8.09,13.9,NA,NA
663,Jul-10,Clark Fork River at Deer Lodge,7/15/2010,NA,NA,NA,21.925,44.9,NA,11.5,-61.56666667,8.703333333,NA,288.3333333,NA,153.4,34.175,18.66666667,8.303333333,4.533333333,NA,NA
664,Aug-10,Clark Fork River at Deer Lodge,8/5/2010,NA,NA,NA,33.36666667,78.73333333,NA,7.1,-70.03333333,8.93,NA,385.6666667,NA,204.7,47.3,19.9,8.403333333,7.046666667,NA,NA
665,Sep-10,Clark Fork River at Deer Lodge,9/9/2010,NA,NA,NA,20.46666667,37.9,NA,8.466666667,-75.13333333,9.973333333,NA,415,NA,220.6666667,70.03333333,14.9,8.513333333,4.18,NA,NA
666,Jun-11,Clark Fork River at Deer Lodge,6/25/2011,NA,NA,NA,34.05,88.15,NA,19.1,169.9,9.08,NA,248.3,NA,161.15,24.25,15.05,8.365,10.31,NA,NA
667,Jul-11,Clark Fork River at Deer Lodge,7/20/2011,NA,NA,NA,23.7,63,NA,11.45,200.8666667,8.603333333,NA,244.8333333,NA,159.2666667,46.025,15.23333333,8.203333333,10.93,NA,NA
668,Aug-11,Clark Fork River at Deer Lodge,8/8/2011,NA,NA,NA,29.23333333,50.3,NA,18.43333333,218.6,8.956666667,NA,317.4,NA,206.4666667,89.46666667,16.26666667,8.346666667,4.456666667,NA,NA
669,Sep-11,Clark Fork River at Deer Lodge,9/8/2011,NA,NA,NA,13.6,29.05,NA,7.5,250.55,10.065,NA,375.15,NA,244.05,114.25,11.65,8.445,2.475,NA,NA
670,Jun-12,Clark Fork River at Deer Lodge,6/23/2012,NA,NA,NA,15.12,35.19,NA,22.19,131.25,10.015,NA,243.45,NA,158.25,28.775,14.1,8.48,4.54,NA,NA
671,Jul-12,Clark Fork River at Deer Lodge,7/24/2012,NA,NA,NA,12.605,41.8775,NA,10.6875,112.1666667,8.816666667,NA,350.7333333,NA,227.9,64.445,18.96666667,8.386666667,3.043333333,NA,NA
672,Aug-12,Clark Fork River at Deer Lodge,8/17/2012,NA,NA,NA,8.676666667,22.50666667,NA,7.713333333,112.5,9.216666667,NA,405.2333333,NA,263.4666667,91.93333333,16.5,8.36,1.886666667,NA,NA
673,Sep-12,Clark Fork River at Deer Lodge,9/3/2012,NA,NA,NA,3.035,17.345,NA,8.47,181.75,10.6,NA,412.25,NA,268.1,103.8,12.35,8.51,2.33,NA,NA
674,Jun-13,Clark Fork River at Deer Lodge,6/28/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,Jul-13,Clark Fork River at Deer Lodge,7/17/2013,NA,NA,NA,12.18,28.665,NA,15.905,-335.3,10.435,NA,449.8,NA,292.5,67.495,19.1,8.425,2.43,NA,NA
676,Aug-13,Clark Fork River at Deer Lodge,8/8/2013,NA,NA,NA,8.593333333,19.13666667,NA,18.31666667,-424.25,10.925,NA,500.25,NA,325.3,178.5866667,17,8.255,2.805,NA,NA
677,Sep-13,Clark Fork River at Deer Lodge,9/4/2013,NA,NA,NA,8.675,20.785,NA,15.045,-435.55,10.325,NA,496.95,NA,323.05,198.83,14.9,8.23,4.055,NA,NA
678,Jul-14,Clark Fork River at Deer Lodge,7/9/2014,NA,NA,NA,16.4,39.85,NA,9.1,-77.95,10.005,NA,308.1,NA,200.55,50.25,17.75,8.27,6.025,NA,NA
679,Aug-14,Clark Fork River at Deer Lodge,8/15/2014,NA,NA,NA,10.75,24.95,NA,16.15,204.1,10.415,NA,449.55,NA,292.2,62.1,18.6,8.335,2.65,NA,NA
680,Sep-14,Clark Fork River at Deer Lodge,9/10/2014,NA,NA,NA,8.75,59.95,NA,12.1,219.25,11.565,NA,461.75,NA,300.3,43.7,13.1,8.59,2.41,NA,NA
681,Jul-15,Clark Fork River at Deer Lodge,7/3/2015,NA,NA,NA,4.2,19.7,NA,10.85,107.15,7.59,NA,354.05,NA,230.1,50.3,17.8,8.305,2.565,77.4,NA
682,Aug-15,Clark Fork River at Deer Lodge,8/6/2015,NA,NA,NA,2.35,12.55,NA,9.666666667,169.35,9.945,NA,464.8,NA,302.25,159.6333333,14.45,8.315,1.33,97.6,NA
683,Sep-15,Clark Fork River at Deer Lodge,9/9/2015,NA,NA,NA,2.5,19,NA,14.55,150.45,10.005,NA,471.1,NA,306.15,89.1,11.7,8.385,3.365,92.3,NA
684,Jul-16,Clark Fork River at Deer Lodge,7/16/2016,NA,NA,NA,3.6,19.4,NA,12,231.7,9.045,NA,400.2,NA,260.3,38.7,16.05,8.285,1.9,91.9,NA
685,Aug-16,Clark Fork River at Deer Lodge,8/18/2016,NA,NA,NA,2.3,12.5,NA,18.03333333,4.5,8.07,NA,436.45,NA,283.7,254.8,12.85,8.21,1.13,76.1,NA
686,Sep-16,Clark Fork River at Deer Lodge,9/7/2016,NA,NA,NA,2.55,16.2,NA,20.8,233.95,8.46,NA,476.95,NA,309.75,183.6,11,8.205,2.24,76.4,NA
687,Jul-17,Clark Fork River at Deer Lodge,7/9/2017,NA,NA,NA,8.1,NA,NA,NA,212.85,8.575,NA,363.45,NA,236.25,NA,18.6,8.22,2.29,91.75,NA
688,Aug-17,Clark Fork River at Deer Lodge,8/8/2017,NA,NA,NA,3.8,NA,NA,NA,274.7,9.07,NA,421.5,NA,274,NA,16,8.135,1.3,91.95,NA
689,Sep-17,Clark Fork River at Deer Lodge,9/6/2017,NA,NA,NA,3.4,NA,NA,NA,217.1,10.785,NA,471.1,NA,306.15,NA,10.65,8.185,2.2,97.2,NA
690,Jul-18,Clark Fork River at Deer Lodge,7/17/2018,NA,NA,NA,15.45,NA,NA,NA,44.75,4.98,NA,300.5,NA,195.3,NA,17.5,8.17,4.625,51.45,NA
691,Aug-18,Clark Fork River at Deer Lodge,8/7/2018,NA,NA,NA,8.75,NA,NA,NA,19.05,9.64,NA,411.55,NA,267.5,NA,14,8.175,2.895,93.6,NA
692,Sep-18,Clark Fork River at Deer Lodge,9/6/2018,NA,NA,NA,4.65,NA,NA,NA,64.05,9.695,NA,441.9,NA,287.35,NA,11.45,8.16,2.74,88.85,NA
693,Jul-19,Clark Fork River at Deer Lodge,7/19/2019,NA,NA,NA,0.0255,NA,NA,NA,NA,10.925,NA,345.4,NA,224.575,NA,18.05,8.85,3.23,115.7,NA
694,Aug-19,Clark Fork River at Deer Lodge,8/24/2019,NA,NA,NA,0.0285,NA,NA,NA,NA,9.26,NA,437.3,NA,284.375,NA,19.65,8.495,2.92,101.7,NA
695,Sep-19,Clark Fork River at Deer Lodge,9/16/2019,NA,NA,NA,0.0195,NA,NA,NA,NA,9.115,NA,462.55,NA,300.625,NA,13.75,8.205,16.985,87.45,NA
696,Jul-20,Clark Fork River at Deer Lodge,7/23/2020,NA,NA,NA,0.006,NA,NA,NA,NA,10.165,NA,364.05,NA,NA,NA,19.1,8.47,3.44,NA,NA
697,Aug-20,Clark Fork River at Deer Lodge,8/8/2020,NA,NA,NA,0.007,NA,NA,NA,NA,8.93,NA,444.65,NA,NA,NA,16.6,8.115,2.425,NA,NA
698,Sep-20,Clark Fork River at Deer Lodge,9/6/2020,NA,NA,NA,0.008333333,NA,NA,NA,NA,10.085,NA,485.4,NA,NA,NA,12.75,8.14,1.305,NA,NA
699,Jul-21,Clark Fork River at Deer Lodge,7/14/2021,NA,NA,NA,0.002,NA,NA,NA,NA,9.505,NA,453.15,NA,NA,NA,19.35,8.44,2.77,NA,NA
700,Aug-21,Clark Fork River at Deer Lodge,8/8/2021,NA,NA,NA,NA,NA,NA,NA,NA,11.18,NA,514.05,NA,NA,NA,16.8,8.43,3.03,NA,NA
701,Sep-21,Clark Fork River at Deer Lodge,9/5/2021,NA,NA,NA,NA,NA,NA,NA,NA,11.185,NA,532.6,NA,NA,NA,9.65,8.19,2.98,NA,NA
702,Oct-21,Clark Fork River at Deer Lodge,10/8/2021,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,Jul-22,Clark Fork River at Deer Lodge,7/16/2022,NA,NA,NA,0.002,NA,NA,NA,NA,26.265,NA,430.6,NA,NA,NA,20.5,8.41,2.57,NA,NA
704,Aug-22,Clark Fork River at Deer Lodge,8/7/2022,NA,NA,NA,0.0019,NA,NA,NA,NA,59.29,NA,490.05,NA,NA,NA,19.45,8.37,1.345,NA,NA
705,Sep-22,Clark Fork River at Deer Lodge,9/8/2022,NA,NA,NA,9.00E-04,NA,NA,NA,NA,8.045,NA,537.3,NA,NA,NA,14.1,8.28,1.94,NA,NA
706,Jun-98,Clark Fork River at Gold Creek,6/10/1998,NA,NA,0.002,0.009,0.036,0.2,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA
707,Jul-98,Clark Fork River at Gold Creek,7/7/1998,NA,NA,0.029,0.033,0.074,0.2,0.04,NA,NA,NA,NA,0.028,NA,0.04,NA,NA,NA,NA,NA
708,Aug-98,Clark Fork River at Gold Creek,8/9/1998,NA,NA,NA,NA,0.053,1,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA
709,Sep-98,Clark Fork River at Gold Creek,9/9/1998,NA,NA,NA,0.004,0.027,0.2,NA,-42,9.4,224,434,0.006,218,NA,15.7,7.7,NA,NA,NA
710,Oct-98,Clark Fork River at Gold Creek,10/5/1998,NA,NA,0.0091,0.01,0.05,0.3,NA,-70,10.5,414,401,0.018,202,0.03,8.4,8.29,NA,NA,NA
711,Nov-98,Clark Fork River at Gold Creek,11/16/1998,NA,NA,0.0131,0.002,0.02,0.3,NA,-74,9.5,468,393,0.019,201,0.1,5.8,6.3,NA,NA,NA
712,Dec-98,Clark Fork River at Gold Creek,12/14/1998,NA,NA,0.0131,NA,0.023,0.15,0.01,-59,8.7,405,447,0.018,221,0.25,3.2,8.02,NA,NA,NA
713,Jan-99,Clark Fork River at Gold Creek,1/25/1999,NA,NA,0.0072,0.032,0.029,0.2,NA,-30,7.9,345,368,0.005,18,0.3,-0.5,7.49,NA,NA,NA
714,Mar-99,Clark Fork River at Gold Creek,3/1/1999,NA,NA,0.0396,0.01,0.12,0.5,NA,-73,10.3,751,NA,0.016,NA,0.14,6.6,8.6,NA,NA,NA
715,Apr-99,Clark Fork River at Gold Creek,4/5/1999,NA,NA,0.0144,0.008,0.049,0.2,NA,-60,9.9,475,455,0.015,228,0.1,8.1,8.12,NA,NA,NA
716,May-99,Clark Fork River at Gold Creek,5/16/1999,NA,NA,0.056433333,0.01,0.115666667,0.233333333,NA,-4,NA,670.5,301.5,0.044,153.5,NA,12.6,6.955,NA,NA,NA
717,Jun-99,Clark Fork River at Gold Creek,6/14/1999,NA,NA,0.0311,0.019,0.08,0.3,NA,-20,15.7,881,303,0.032,140,0.06,19.4,7.39,NA,NA,NA
718,Jul-99,Clark Fork River at Gold Creek,7/12/1999,NA,NA,0.01105,0.0095,0.0725,0.2,0.04,-53,NA,332,345,0.011,176,NA,23.8,7.93,NA,NA,NA
719,Aug-99,Clark Fork River at Gold Creek,8/16/1999,NA,NA,0.0122,0.023,0.057,0.3,0.02,-46,11.2,291,389,0.016,196,NA,20.5,7.81,NA,127,NA
